"vid","Woord","voc","cons","parsing","morf","lex"
"5030006","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030006","3","אֱלֹהֶיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"5030006","4","אֶת",">T",,">T",">T"
"5030006","5","לְבָבְךָ","LBBK",,"LBB/+K","LBB/"
"5030006","6","וְאֶת","W>T",,"W->T",">T"
"5030006","7","לְבַב","LBB",,"LBB/:c","LBB/"
"5030006","8","זַרְעֶךָ","ZR<K",,"ZR</+K","ZR</"
"5030006","9","לְאַהֲבָה","L>HBH",,"L-!!>HB[/H",">HB["
"5030006","10","אֶת",">T",,">T",">T"
"5030006","11","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030006","12","אֱלֹהֶיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"5030006","13","בְּכָל","BKL",,"B-KL/","KL/"
"5030006","14","לְבָבְךָ","LBBK",,"LBB/+K","LBB/"
"5030006","15","וּבְכָל","WBKL",,"W-B-KL/","KL/"
"5030006","16","נַפְשְׁךָ","NPCK",,"NPC/+K","NPC/"
"5030006","17","לְמַעַן","LM<N",,"LM<N","LM<N"
"5030006","18","חַיֶּֽיךָ","XJJK",,"XJ(J(M/J+K","XJJM/"
"5030007","1","וְנָתַן","WNTN",,"W-NTN[","NTN["
"5030007","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030007","3","אֱלֹהֶיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"5030007","4","אֵת",">T",,">T",">T"
"5030007","5","כָּל","KL",,"KL/","KL/"
"5030007","6","הָאָלֹות","H>LWT",,"H->L(H=/WT",">LH=/"
"5030007","7","הָאֵלֶּה","H>LH",,"H->LH",">LH"
"5030007","8","עַל","<L",,"<L","<L"
"5030007","9","אֹיְבֶיךָ",">JBJK",,">JB[/J+K",">JB["
"5030007","10","וְעַל","W<L",,"W-<L","<L"
"5030007","11","שֹׂנְאֶיךָ","FN>JK",,"FN>[/J+K","FN>["
"5030007","12","אֲשֶׁר",">CR",,">CR",">CR"
"5030007","13","רְדָפֽוּךָ","RDPWK",,"RDP[W+K","RDP["
"5030008","1","וְאַתָּה","W>TH",,"W->TH",">TH"
"5030008","2","תָשׁוּב","TCWB",,"!T!CWB[","CWB["
"5030008","3","וְשָׁמַעְתָּ","WCM<T",,"W-CM<[T","CM<["
"5030008","4","בְּקֹול","BQWL",,"B-QWL/","QWL/"
"5030008","5","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030008","6","וְעָשִׂיתָ","W<FJT",,"W-<F(H&J[T","<FH["
"5030008","7","אֶת",">T",,">T",">T"
"5030008","8","כָּל","KL",,"KL/","KL/"
"5030008","9","מִצְוֺתָיו","MYWTJW",,"MYW(H/(WTJ+W","MYWH/"
"5030008","10","אֲשֶׁר",">CR",,">CR",">CR"
"5030008","11","אָנֹכִי",">NKJ",,">NKJ",">NKJ"
"5030008","12","מְצַוְּךָ","MYWK",,"!M!YW(H[/:d+K","YWH["
"5030008","13","הַיֹּֽום","HJWM",,"H-JWM/","JWM/"
"5030009","1","וְהוֹתִֽירְךָ","WHWTJRK",,"W-]H](J&WT&JR[+K","JTR["
"5030009","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030009","3","אֱלֹהֶיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"5030009","4","בְּכֹל","BKL",,"B-KL/","KL/"
"5030009","5","מַעֲשֵׂה","M<FH",,"M<FH/:c","M<FH/"
"5030009","6","יָדֶךָ","JDK",,"JD/+K","JD/"
"5030009","7","בִּפְרִי","BPRJ",,"B-PRJ/","PRJ/"
"5030009","8","בִטְנְךָ","BVNK",,"BVN/+K","BVN/"
"5030009","9","וּבִפְרִי","WBPRJ",,"W-B-PRJ/","PRJ/"
"5030009","10","בְהֶמְתְּךָ","BHMTK",,"BHM(H/T+K","BHMH/"
"5030009","11","וּבִפְרִי","WBPRJ",,"W-B-PRJ/","PRJ/"
"5030009","12","אַדְמָתְךָ",">DMTK",,">DM(H/T+K",">DMH/"
"5030009","13","לְטֹובָה","LVWBH",,"L-VWB(H/H","VWBH/"
"5030009","14","כִּי","KJ",,"KJ","KJ"
"5030009","15","יָשׁוּב","JCWB",,"!J!CWB[","CWB["
"5030009","16","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030009","17","לָשׂוּשׂ","LFWF",,"L-!!FWF[/:c","FWF["
"5030009","18","עָלֶיךָ","<LJK",,"<L&J+K","<L"
"5030009","19","לְטֹוב","LVWB",,"L-VWB/","VWB/"
"5030009","20","כַּאֲשֶׁר","K>CR",,"K->CR",">CR"
"5030009","21","שָׂשׂ","FF",,"F(WF[","FWF["
"5030009","22","עַל","<L",,"<L","<L"
"5030009","23","אֲבֹתֶֽיךָ",">BTJK",,">B/(WTJ+K",">B/"
"5030010","1","כִּי","KJ",,"KJ","KJ"
"5030010","2","תִשְׁמַע","TCM<",,"!T!CM<[","CM<["
"5030010","3","בְּקֹול","BQWL",,"B-QWL/","QWL/"
"5030010","4","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030010","5","אֱלֹהֶיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"5030010","6","לִשְׁמֹר","LCMR",,"L-!!CMR[/:c","CMR["
"5030010","7","מִצְוֺתָיו","MYWTJW",,"MYW(H/(WTJ+W","MYWH/"
"5030010","8","וְחֻקֹּתָיו","WXQTJW",,"W-XQ(H/(WTJ+W","XQH/"
"5030010","9","הַכְּתוּבָה","HKTWBH",,"H-KT&WB[/H:p","KTB["
"5030010","10","בְּסֵפֶר","BSPR",,"B-SPR/","SPR/"
"5030010","11","הַתֹּורָה","HTWRH",,"H-TWR(H/H","TWRH/"
"5030010","12","הַזֶּה","HZH",,"H-ZH","ZH"
"5030010","13","כִּי","KJ",,"KJ","KJ"
"5030010","14","תָשׁוּב","TCWB",,"!T!CWB[","CWB["
"5030010","15","אֶל",">L",,">L",">L"
"5030010","16","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030010","17","אֱלֹהֶיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"5030010","18","בְּכָל","BKL",,"B-KL/","KL/"
"5030010","19","לְבָבְךָ","LBBK",,"LBB/+K","LBB/"
"5030010","20","וּבְכָל","WBKL",,"W-B-KL/","KL/"
"5030010","21","נַפְשֶֽׁךָ","NPCK",,"NPC/+K","NPC/"
"5030011","1","כִּי","KJ",,"KJ","KJ"
"5030011","2","הַמִּצְוָה","HMYWH",,"H-MYW(H/H","MYWH/"
"5030011","3","הַזֹּאת","HZ>T",,"H-Z>T","Z>T"
"5030011","4","אֲשֶׁר",">CR",,">CR",">CR"
"5030011","5","אָנֹכִי",">NKJ",,">NKJ",">NKJ"
"5030011","6","מְצַוְּךָ","MYWK",,"!M!YW(H[/:d+K","YWH["
"5030011","7","הַיֹּום","HJWM",,"H-JWM/","JWM/"
"5030011","8","לֹֽא","L>",,"L>","L>"
"5030011","9","נִפְלֵאת","NPL>T",,"]N]PL>[(H&T","PL>["
"5030011","10","הִוא","HW>",,"H(J&W>","HJ>"
"5030011","11","מִמְּךָ","MMK",,"M(N&M+K","MN"
"5030011","12","וְלֹא","WL>",,"W-L>","L>"
"5030011","13","רְחֹקָה","RXQH",,"RX(WQ/H","RXWQ/"
"5030011","14","הִֽוא","HW>",,"H(J&W>","HJ>"
"5030012","1","לֹא","L>",,"L>","L>"
"5030012","2","בַשָּׁמַיִם","BCMJM",,"B-(H-CMJ(M/(JM","CMJM/"
"5030012","3","הִוא","HW>",,"H(J&W>","HJ>"
"5030012","4","לֵאמֹר","L>MR",,"L-!!>MR[/:c",">MR["
"5030012","5","מִי","MJ",,"MJ","MJ"
"5030012","6","יַעֲלֶה","J<LH",,"!J!<LH[","<LH["
"5030012","7","לָּנוּ","LNW",,"L+NW","L"
"5030012","8","הַשָּׁמַיְמָה","HCMJMH",,"H-CMJ(M/(JM~H","CMJM/"
"5030012","9","וְיִקָּחֶהָ","WJQXH",,"W-!J!(LQX[+H","LQX["
"5030012","10","לָּנוּ","LNW",,"L+NW","L"
"5030012","11","וְיַשְׁמִעֵנוּ","WJCM<NW",,"W-!J!](H]CM<[+NW","CM<["
"5030012","12","אֹתָהּ",">TH",,">T+H",">T"
"5030012","13","וְנַעֲשֶֽׂנָּה","WN<FNH",,"W-!N!<F(H[~N+H","<FH["
"5030013","1","וְלֹֽא","WL>",,"W-L>","L>"
"5030013","2","מֵעֵבֶר","M<BR",,"M(N-<BR/","<BR/"
"5030013","3","לַיָּם","LJM",,"L-(H-JM/","JM/"
"5030013","4","הִוא","HW>",,"H(J&W>","HJ>"
"5030013","5","לֵאמֹר","L>MR",,"L-!!>MR[/:c",">MR["
"5030013","6","מִי","MJ",,"MJ","MJ"
"5030013","7","יַעֲבָר","J<BR",,"!J!<BR[","<BR["
"5030013","8","לָנוּ","LNW",,"L+NW","L"
"5030013","9","אֶל",">L",,">L",">L"
"5030013","10","עֵבֶר","<BR",,"<BR/","<BR/"
"5030013","11","הַיָּם","HJM",,"H-JM/","JM/"
"5030013","12","וְיִקָּחֶהָ","WJQXH",,"W-!J!(LQX[+H","LQX["
"5030013","13","לָּנוּ","LNW",,"L+NW","L"
"5030013","14","וְיַשְׁמִעֵנוּ","WJCM<NW",,"W-!J!](H]CM<[+NW","CM<["
"5030013","15","אֹתָהּ",">TH",,">T+H",">T"
"5030013","16","וְנַעֲשֶֽׂנָּה","WN<FNH",,"W-!N!<F(H[~N+H","<FH["
"5030014","1","כִּֽי","KJ",,"KJ","KJ"
"5030014","2","קָרֹוב","QRWB",,"QRWB/","QRWB/"
"5030014","3","אֵלֶיךָ",">LJK",,">L&J+K",">L"
"5030014","4","הַדָּבָר","HDBR",,"H-DBR/:a","DBR/"
"5030014","5","מְאֹד","M>D",,"M>D/","M>D/"
"5030014","6","בְּפִיךָ","BPJK",,"B-P(H&J/+K","PH/"
"5030014","7","וּבִֽלְבָבְךָ","WBLBBK",,"W-B-LBB/+K","LBB/"
"5030014","8","לַעֲשֹׂתֽוֹ","L<FTW",,"L-!!<F(H[/(WT+W","<FH["
"5030015","1","רְאֵה","R>H",,"!!R>H[","R>H["
"5030015","2","נָתַתִּי","NTTJ",,"NT(N[TJ","NTN["
"5030015","3","לְפָנֶיךָ","LPNJK",,"L-PN(H/J+K","PNH/"
"5030015","4","הַיֹּום","HJWM",,"H-JWM/","JWM/"
"5030015","5","אֶת",">T",,">T",">T"
"5030015","6","הַֽחַיִּים","HXJJM",,"H-XJ(J(M/JM","XJJM/"
"5030015","7","וְאֶת","W>T",,"W->T",">T"
"5030015","8","הַטֹּוב","HVWB",,"H-VWB/","VWB/"
"5030015","9","וְאֶת","W>T",,"W->T",">T"
"5030015","10","הַמָּוֶת","HMWT",,"H-MWT/:a","MWT/"
"5030015","11","וְאֶת","W>T",,"W->T",">T"
"5030015","12","הָרָֽע","HR<",,"H-R</:a","R</"
"5030016","1","אֲשֶׁר",">CR",,">CR",">CR"
"5030016","2","אָנֹכִי",">NKJ",,">NKJ",">NKJ"
"5030016","3","מְצַוְּךָ","MYWK",,"!M!YW(H[/:d+K","YWH["
"5030016","4","הַיֹּום","HJWM",,"H-JWM/","JWM/"
"5030016","5","לְאַהֲבָה","L>HBH",,"L-!!>HB[/H",">HB["
"5030016","6","אֶת",">T",,">T",">T"
"5030016","7","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030016","8","אֱלֹהֶיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"5030016","9","לָלֶכֶת","LLKT",,"L-!!(HLK[/T","HLK["
"5030016","10","בִּדְרָכָיו","BDRKJW",,"B-DRK/J+W","DRK/"
"5030016","11","וְלִשְׁמֹר","WLCMR",,"W-L-!!CMR[/:c","CMR["
"5030016","12","מִצְוֺתָיו","MYWTJW",,"MYW(H/(WTJ+W","MYWH/"
"5030016","13","וְחֻקֹּתָיו","WXQTJW",,"W-XQ(H/(WTJ+W","XQH/"
"5030016","14","וּמִשְׁפָּטָיו","WMCPVJW",,"W-MCPV/J+W","MCPV/"
"5030016","15","וְחָיִיתָ","WXJJT",,"W-XJ(H&J[T","XJH["
"5030016","16","וְרָבִיתָ","WRBJT",,"W-RB(H&J[T","RBH["
"5030016","17","וּבֵֽרַכְךָ","WBRKK",,"W-BRK[:d+K","BRK["
"5030016","18","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030016","19","אֱלֹהֶיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"5030016","20","בָּאָרֶץ","B>RY",,"B-(H->RY/:a",">RY/"
"5030016","21","אֲשֶׁר",">CR",,">CR",">CR"
"5030016","22","אַתָּה",">TH",,">TH",">TH"
"5030016","23","בָא","B>",,"B(W>[/","BW>["
"5030016","24","שָׁמָּה","CMH",,"CM~H","CM"
"5030016","25","לְרִשְׁתָּֽהּ","LRCTH",,"L-!!(JRC[/T+H","JRC["
"5030017","1","וְאִם","W>M",,"W->M",">M"
"5030017","2","יִפְנֶה","JPNH",,"!J!PNH[","PNH["
"5030017","3","לְבָבְךָ","LBBK",,"LBB/+K","LBB/"
"5030017","4","וְלֹא","WL>",,"W-L>","L>"
"5030017","5","תִשְׁמָע","TCM<",,"!T!CM<[","CM<["
"5030017","6","וְנִדַּחְתָּ","WNDXT",,"W-]N](NDX[T","NDX["
"5030017","7","וְהִֽשְׁתַּחֲוִיתָ","WHCTXWJT",,"W-]HCT]XW(H&J[T","XWH["
"5030017","8","לֵאלֹהִים","L>LHJM",,"L->LH(J(M/JM",">LHJM/"
"5030017","9","אֲחֵרִים",">XRJM",,">XR=/JM",">XR=/"
"5030017","10","וַעֲבַדְתָּֽם","W<BDTM",,"W-<BD[T+M","<BD["
"5030018","1","הִגַּדְתִּי","HGDTJ",,"]H](NGD[TJ","NGD["
"5030018","2","לָכֶם","LKM",,"L+KM","L"
"5030018","3","הַיֹּום","HJWM",,"H-JWM/","JWM/"
"5030018","4","כִּי","KJ",,"KJ","KJ"
"5030018","5","אָבֹד",">BD",,"!!>BD[/:a",">BD["
"5030018","6","תֹּאבֵדוּן","T>BDWN",,"!T!>BD[WN",">BD["
"5030018","7","לֹא","L>",,"L>","L>"
"5030018","8","תַאֲרִיכֻן","T>RJKN",,"!T!](H]>R&JK[(WN",">RK["
"5030018","9","יָמִים","JMJM",,"J(WM/JM","JWM/"
"5030018","10","עַל","<L",,"<L","<L"
"5030018","11","הָאֲדָמָה","H>DMH",,"H->DM(H/H",">DMH/"
"5030018","12","אֲשֶׁר",">CR",,">CR",">CR"
"5030018","13","אַתָּה",">TH",,">TH",">TH"
"5030018","14","עֹבֵר","<BR",,"<BR[/","<BR["
"5030018","15","אֶת",">T",,">T",">T"
"5030018","16","הַיַּרְדֵּן","HJRDN",,"H-JRDN/","JRDN/"
"5030018","17","לָבֹא","LB>",,"L-!!B(W>[/","BW>["
"5030018","18","שָׁמָּה","CMH",,"CM~H","CM"
"5030018","19","לְרִשְׁתָּֽהּ","LRCTH",,"L-!!(JRC[/T+H","JRC["
"5030019","1","הַעִידֹתִי","H<JDTJ",,"]H]<(W&JD[TJ","<WD["
"5030019","2","בָכֶם","BKM",,"B+KM","B"
"5030019","3","הַיֹּום","HJWM",,"H-JWM/","JWM/"
"5030019","4","אֶת",">T",,">T",">T"
"5030019","5","הַשָּׁמַיִם","HCMJM",,"H-CMJ(M/(JM","CMJM/"
"5030019","6","וְאֶת","W>T",,"W->T",">T"
"5030019","7","הָאָרֶץ","H>RY",,"H->RY/:a",">RY/"
"5030019","8","הַחַיִּים","HXJJM",,"H-XJ(J(M/JM","XJJM/"
"5030019","9","וְהַמָּוֶת","WHMWT",,"W-H-MWT/:a","MWT/"
"5030019","10","נָתַתִּי","NTTJ",,"NT(N[TJ","NTN["
"5030019","11","לְפָנֶיךָ","LPNJK",,"L-PN(H/J+K","PNH/"
"5030019","12","הַבְּרָכָה","HBRKH",,"H-BRK(H/H","BRKH/"
"5030019","13","וְהַקְּלָלָה","WHQLLH",,"W-H-QLL(H/H","QLLH/"
"5030019","14","וּבָֽחַרְתָּ","WBXRT",,"W-BXR[T","BXR["
"5030019","15","בַּֽחַיִּים","BXJJM",,"B-(H-XJ(J(M/JM","XJJM/"
"5030019","16","לְמַעַן","LM<N",,"LM<N","LM<N"
"5030019","17","תִּחְיֶה","TXJH",,"!T!XJH[","XJH["
"5030019","18","אַתָּה",">TH",,">TH",">TH"
"5030019","19","וְזַרְעֶֽךָ","WZR<K",,"W-ZR</+K","ZR</"
"5030020","1","לְאַֽהֲבָה","L>HBH",,"L-!!>HB[/H",">HB["
"5030020","2","אֶת",">T",,">T",">T"
"5030020","3","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030020","4","אֱלֹהֶיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"5030020","5","לִשְׁמֹעַ","LCM<",,"L-!!CM<[/:c","CM<["
"5030020","6","בְּקֹלוֹ","BQLW",,"B-Q(WL/+W","QWL/"
"5030020","7","וּלְדָבְקָה","WLDBQH",,"W-L-!!DBQ[/H","DBQ["
"5030020","8","בוֹ","BW",,"B+W","B"
"5030020","9","כִּי","KJ",,"KJ","KJ"
"5030020","10","הוּא","HW>",,"HW>","HW>"
"5030020","11","חַיֶּיךָ","XJJK",,"XJ(J(M/J+K","XJJM/"
"5030020","12","וְאֹרֶךְ","W>RK",,"W->RK=/",">RK=/"
"5030020","13","יָמֶיךָ","JMJK",,"J(WM/J+K","JWM/"
"5030020","14","לָשֶׁבֶת","LCBT",,"L-!!(JCB[/T","JCB["
"5030020","15","עַל","<L",,"<L","<L"
"5030020","16","הָאֲדָמָה","H>DMH",,"H->DM(H/H",">DMH/"
"5030020","17","אֲשֶׁר",">CR",,">CR",">CR"
"5030020","18","נִשְׁבַּע","NCB<",,"]N]CB<[","CB<["
"5030020","19","יְהוָה","JHWH",,"JHWH/","JHWH/"
"5030020","20","לַאֲבֹתֶיךָ","L>BTJK",,"L->B/(WTJ+K",">B/"
"5030020","21","לְאַבְרָהָם","L>BRHM",,"L->BRHM/",">BRHM/"
"5030020","22","לְיִצְחָק","LJYXQ",,"L-JYXQ/","JYXQ/"
"5030020","23","וּֽלְיַעֲקֹב","WLJ<QB",,"W-L-J<QB/","J<QB/"
"5030020","24","לָתֵת","LTT",,"L-!!(NT(N[/T","NTN["
"5030020","25","לָהֶֽם","LHM",,"L+HM","L"
"5031001","1","וַיֵּלֶךְ","WJLK",,"W:n-!J!(HLK[","HLK["
"5031001","2","מֹשֶׁה","MCH",,"MCH=/","MCH=/"
"5031001","3","וַיְדַבֵּר","WJDBR",,"W:n-!J!DBR[:d","DBR["
"5031001","4","אֶת",">T",,">T",">T"
"5031001","5","הַדְּבָרִים","HDBRJM",,"H-DBR/JM","DBR/"
"5031001","6","הָאֵלֶּה","H>LH",,"H->LH",">LH"
"5031001","7","אֶל",">L",,">L",">L"
"5031001","8","כָּל","KL",,"KL/","KL/"
"5031001","9","יִשְׂרָאֵֽל","JFR>L",,"JFR>L/","JFR>L/"
"5031002","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"5031002","2","אֲלֵהֶם",">LHM",,">L+HM",">L"
"5031002","3","בֶּן","BN",,"BN/:c","BN/"
"5031002","4","מֵאָה","M>H",,"M>(H/H","M>H/"
"5031002","5","וְעֶשְׂרִים","W<FRJM",,"W-<FR(J(M/JM","<FRJM/"
"5031002","6","שָׁנָה","CNH",,"CN(H/H","CNH/"
"5031002","7","אָנֹכִי",">NKJ",,">NKJ",">NKJ"
"5031002","8","הַיֹּום","HJWM",,"H-JWM/","JWM/"
"5031002","9","לֹא","L>",,"L>","L>"
"5031002","10","אוּכַל",">WKL",,"!>!(J&WKL[","JKL["
"5031002","11","עֹוד","<WD",,"<WD/","<WD/"
"5031002","12","לָצֵאת","LY>T",,"L-!!(JY>[/T","JY>["
"5031002","13","וְלָבֹוא","WLBW>",,"W-L-!!BW>[/","BW>["
"5031002","14","וַֽיהוָה","WJHWH",,"W-JHWH/","JHWH/"
"5031002","15","אָמַר",">MR",,">MR[",">MR["
"5031002","16","אֵלַי",">LJ",,">L&J+(J",">L"
"5031002","17","לֹא","L>",,"L>","L>"
"5031002","18","תַעֲבֹר","T<BR",,"!T!<BR[","<BR["
"5031002","19","אֶת",">T",,">T",">T"
